timezone,latitude,pricetag,company,date_time,language_code,date,longitude,iso8601,file_name,mac_address,random_number,hostname,country,bank_country,time,language_name
Europe/Vaduz,-6.0739995,"38.607,96 €",Fliegner Geisel GmbH,1996-09-15 22:02:53,ka,1992-09-23,119.326063,2008-09-18T10:48:39,aber.json,27:ca:a9:ea:e4:da,7625666,srv-00.pohl.net,Thailand,DE,09:32:47,Navajo
Africa/Dakar,41.724762,"1,65 €",Schacht Hahn GbR,2001-10-02 19:31:29,nds,1978-05-13,-139.914930,1985-11-04T01:42:29,warten.css,c6:8a:a5:fc:49:33,5707434,laptop-57.conradi.de,Niederländische Antillen,DE,15:28:42,Interlingue
Pacific/Kosrae,19.345468,"4,37 €",Hesse GmbH & Co. OHG,1986-06-10 14:15:56,nan,1986-05-04,-134.731978,1978-05-27T20:15:25,ihm.wav,e7:dc:f5:6a:ef:08,568,db-63.margraf.com,Montserrat,DE,03:24:25,Quechua
Africa/Maputo,-80.464152,"954,81 €",Holzapfel,2017-12-23 14:27:10,ce,1970-09-14,30.428266,1990-09-06T12:34:11,wohnen.html,31:23:f7:96:ba:ac,457717,desktop-60.trueb.org,Turkmenistan,DE,12:23:08,Xhosa
Pacific/Funafuti,22.866237,"48.915,30 €",Trupp,1990-07-12 18:37:13,yi,1985-05-28,-82.936445,1993-02-09T12:48:04,Essen.gif,8e:50:09:b6:46:c3,239,db-45.zahn.org,Antigua und Barbuda,DE,21:57:38,Spanish
Australia/Darwin,-14.563102,"44.849,70 €",Preiß Misicher GmbH & Co. OHG,1994-03-12 22:13:07,uz,2015-09-22,-100.662399,1970-09-19T06:52:37,Wissen.mov,43:53:e6:51:7f:56,34583613,lt-00.gorlitz.de,Kaimaninseln,DE,17:35:05,Nauru
America/Argentina/Rio_Gallegos,76.0928885,"7,50 €",Carsten Schmiedt Stiftung & Co. KGaA,2000-02-13 01:22:06,ckb,1978-04-19,154.923773,1983-04-06T16:28:00,das.gif,f4:d2:d9:d0:d3:63,882,lt-50.winkler.de,Nordmazedonien,DE,04:33:52,Swati
Africa/Banjul,68.327515,"54,99 €",Schlosser Bohlander GbR,1998-11-18 09:40:32,an,1984-11-24,107.408278,1995-01-11T00:02:25,bekommen.ods,20:2a:94:67:77:73,5556097,desktop-57.johann.de,Britisches Territorium im Indischen Ozean,DE,22:48:47,Vietnamese
Africa/Addis_Ababa,-77.2172905,"15,43 €",Schwital GmbH,1975-09-20 03:58:57,hy,1990-07-05,67.393312,2011-04-29T14:14:17,nah.flac,79:fa:64:06:47:a4,97110,db-39.juncken.de,Belize,DE,21:58:44,Fulah
Europe/Bucharest,-1.534829,"3,58 €",Heintze Förster Stiftung & Co. KGaA,1999-11-25 13:14:31,hy,2006-08-05,-114.083593,1989-02-12T15:51:01,weil.jpg,0f:8d:5b:f7:00:c8,420,web-17.boerner.org,Kenia,DE,04:34:52,Chuvash
America/Argentina/Tucuman,-64.8298985,"5.552,72 €",Ruppert,1988-10-09 17:25:01,de,1988-05-11,-115.723929,2000-12-07T05:30:25,im.numbers,5d:cd:07:e2:d0:23,9,laptop-39.bien.com,Lesotho,DE,08:56:07,Herero
Pacific/Easter,-38.6673125,"1.758,84 €",Langern,1971-09-05 12:02:19,unm,2000-04-03,102.937111,1993-09-18T00:49:21,ohne.tiff,46:db:27:b9:fb:01,225909,web-12.raedel.com,Niger,DE,22:58:41,Finnish
Asia/Rangoon,72.9699215,"61.233,54 €",Junck GmbH & Co. KG,2003-05-13 11:48:35,mk,1981-07-22,129.162591,2005-12-28T01:18:18,endlich.jpeg,b6:32:7f:95:4b:d3,3050,db-67.junken.net,San Marino,DE,06:55:09,Sango
Europe/Skopje,-1.8640845,"6,95 €",Kitzmann Butte KG,1981-05-17 14:38:31,mr,2006-11-12,42.345325,1982-02-14T07:22:37,Kind.wav,14:a6:30:fc:4f:b5,655635577,web-27.wagenknecht.org,Tansania,DE,22:09:26,Sichuan Yi
Africa/Kampala,43.1913715,"84.539,61 €",Kruschwitz Butte e.V.,1992-03-15 07:10:27,or,2019-05-02,-114.379992,2022-03-12T19:44:33,gegen.txt,ea:e3:7b:0a:c8:f1,3,web-84.wiek.org,Barbados,DE,01:00:35,Hungarian
Asia/Damascus,30.906855,"299,04 €",Hendriks Hecker GmbH,2009-11-25 16:22:14,sc,1991-03-12,24.680629,1997-10-25T16:13:58,Tür.xlsx,50:10:df:d0:fa:99,8,laptop-93.haase.com,Costa Rica,DE,08:57:51,Occitan
Europe/Sarajevo,44.128629,"8,51 €",Jäntsch,2008-01-06 15:39:38,ml,1978-01-06,-8.887625,1986-03-08T18:19:04,in.html,e2:d0:ba:cb:58:15,6629888,email-83.knappe.com,Israel,DE,08:08:41,Nepali
Africa/Maputo,-50.239288,"82,42 €",Ehlert Carsten OHG mbH,2007-02-18 00:16:35,cs,1985-02-11,160.309160,1982-05-12T06:33:32,Affe.js,49:a8:6c:ea:e4:64,784,laptop-20.ritter.com,China,DE,00:07:55,Italian
Pacific/Fiji,-40.1883585,"26,30 €",Gierschner AG & Co. OHG,1987-11-27 09:47:20,mag,1975-11-03,107.098997,2022-02-21T19:50:35,zurück.avi,e4:cf:a1:b3:7a:7f,94516,email-78.radisch.com,Rumänien,DE,22:46:10,Tigrinya
Asia/Saigon,-37.335485,"653,83 €",Sauer GmbH,1989-05-03 14:26:12,eu,1985-11-28,-131.860555,1989-07-16T17:31:10,neun.wav,e7:52:6d:78:a9:51,4302035,lt-42.schuchhardt.com,Mongolei,DE,09:30:23,Dutch
Europe/Budapest,68.701374,"837,71 €",Haering Stiebitz AG & Co. KGaA,1983-07-25 12:31:40,be,2017-03-01,-113.793291,1982-08-08T15:25:00,kennen.mov,6d:02:90:0f:35:38,90207,laptop-34.peukert.com,Russische Föderation,DE,12:51:53,Breton
Africa/Ouagadougou,37.973149,"11,57 €",Faust,1979-11-12 09:51:57,st,2008-07-18,-32.847669,1996-12-23T14:28:52,beide.wav,93:da:1c:96:98:09,7,desktop-54.benthin.de,Weihnachtsinsel,DE,15:06:14,Yiddish
Asia/Katmandu,-4.706890,"1.067,09 €",Jopich Biggen GmbH,1999-01-05 16:13:31,ko,2009-01-01,-134.336574,1996-08-31T04:21:27,fast.json,62:20:62:69:4c:68,61,web-63.ullmann.com,Zentralafrikanische Republik,DE,09:58:42,Akan
Africa/Bangui,-25.229403,"2,07 €",Wilms Rosemann GbR,1999-04-26 13:31:34,tr,1992-03-18,-5.040335,1979-09-17T02:03:42,müssen.json,9d:cb:f8:59:66:71,65,laptop-24.hiller.com,Samoa,DE,16:51:03,Panjabi
Europe/Helsinki,-87.370072,"5,60 €",Pohl GmbH & Co. KG,1978-05-18 16:53:27,ko,2007-10-29,109.157848,2008-08-03T14:05:43,stark.json,f9:36:22:bf:b2:99,95932,laptop-35.kabus.de,Senegal,DE,08:27:43,Uighur
Africa/Monrovia,-29.069072,"97,87 €",Zänker,2020-01-09 19:04:41,bho,1995-02-15,177.411419,2015-06-06T18:01:23,da.webm,e4:77:75:9d:b1:f8,649975357,web-71.sauer.de,Polen,DE,21:18:05,Samoan
America/Antigua,-88.1489735,"388,54 €",Lachmann AG & Co. KG,2005-04-12 19:27:45,ku,1975-11-08,113.516706,2009-09-29T02:55:31,wer.mov,60:9f:30:36:3f:0d,565734,email-63.loewer.com,Swasiland,DE,18:56:19,Rundi
Africa/Johannesburg,18.1800705,"96,25 €",Conradi Ladeck GmbH & Co. OHG,1985-06-19 00:35:33,lzh,1973-06-28,101.489195,1974-02-25T21:57:24,versuchen.mp3,9c:3e:c0:2a:e4:b5,31,lt-69.schmidtke.de,Kiribati,DE,16:14:55,Avaric
America/Guayaquil,45.4695495,"1.030,36 €",Ehlert KG,1987-07-29 10:06:49,niu,2019-06-07,-45.330148,1980-03-10T14:41:01,Arzt.ppt,6c:34:6b:e5:e6:91,57493,laptop-72.hesse.com,Kongo,DE,01:24:45,Herero
Africa/Nairobi,20.399447,"6.035,45 €",Seifert,1978-01-03 02:34:57,nds,2009-01-14,-41.811264,2005-10-09T04:08:31,fröhlich.wav,73:05:1c:dd:8b:e0,46,laptop-77.baum.com,Südgeorgien und die Südlichen Sandwichinseln,DE,10:40:00,Dutch
Asia/Kuala_Lumpur,-81.631498,"55.996,47 €",Schäfer Meister KG,1990-12-05 22:08:30,fil,2013-04-25,-77.812836,1980-08-31T12:39:50,und.flac,4c:cc:70:39:53:bb,30,web-16.schenk.de,Bangladesch,DE,16:43:51,Swati
Asia/Hovd,24.849860,"5,74 €",Seifert Holsten GmbH & Co. KG,2010-12-30 03:41:23,te,2009-03-16,-178.631313,1996-06-05T21:57:16,Hand.tiff,9c:a0:e5:77:c3:fa,73379973,db-68.paffrath.de,Uruguay,DE,19:49:14,Arabic
Africa/Lagos,-35.177834,"1,34 €",Käster,2001-11-23 11:39:00,ne,1976-04-17,176.513081,1987-02-17T23:13:38,vor.webm,33:1f:a3:ff:36:67,192567,db-74.losekann.com,Saudi-Arabien,DE,20:22:36,Greek
Asia/Vientiane,-86.8647215,"35,30 €",Bolander AG,2019-07-25 22:54:46,ik,1985-06-30,142.577658,2022-06-04T04:20:01,baden.flac,8f:9a:c7:80:36:84,406,web-10.schleich.com,Deutschland,DE,07:20:21,Bosnian
Africa/Luanda,10.776277,"724,12 €",Bohlander,2017-09-17 03:28:38,crh,2022-09-06,116.771075,2022-10-28T02:12:35,nehmen.mp3,98:c4:d8:bb:71:da,7149,srv-63.stey.de,Mali,DE,15:51:27,Yiddish
America/Santiago,55.106277,"26,80 €",Kühnert,2015-08-21 23:06:54,cv,2018-05-12,-165.022276,2020-02-23T05:25:05,Brief.avi,b0:58:da:9e:e1:41,656,db-12.wulff.de,Jamaika,DE,19:43:27,Kanuri
Pacific/Enderbury,29.3148025,"9,00 €",Winkler GmbH & Co. KG,2005-01-22 22:17:39,nn,2003-10-09,170.987626,2021-02-25T22:50:05,schlecht.jpeg,64:2b:9f:bc:eb:f5,751620,web-86.putz.de,Guinea,DE,04:08:28,Corsican
Asia/Ashgabat,-13.032777,"6,71 €",Lindner GmbH & Co. OHG,2022-08-22 23:26:06,sk,1994-04-09,14.091226,1986-03-28T23:37:44,rechnen.odt,51:87:03:f6:b9:44,9601729,lt-38.schinke.com,Sierra Leone,DE,15:15:45,Tswana
